file,line,severity,type,issue,fix
apps/web/src/components/playdate/LocationPicker.tsx,263,MED,Interactive without role,"onClick={() => handleSelectPlace(place)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/playdate/LocationPicker.tsx,335,MED,Interactive without role,"onClick={handleCustomLocation} className=""w-full"">","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/playdate/LocationPicker.tsx,366,MED,Interactive without role,"onClick={() => handleSelectPlace(place)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/playdate/LocationPicker.tsx,397,MED,Interactive without role,"onClick={() => onClose?.()} className=""w-full"">","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/playdate/PlaydateMap.tsx,161,MED,Hardcoded Spacing,"className=""relative w-full h-[","Use spacing tokens (--space-*)"
apps/web/src/components/playdate/PlaydateMap.tsx,138,MED,Interactive without role,"onClick={() => setViewMode('map')}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/playdate/PlaydateMap.tsx,146,MED,Interactive without role,"onClick={() => setViewMode('list')}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/playdate/PlaydateMap.tsx,152,MED,Interactive without role,"onClick={onClose}>","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/playdate/PlaydateMap.tsx,187,MED,Interactive without role,"onClick={() => handleSelectPlaydate(playdate)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/playdate/PlaydateMap.tsx,259,MED,Interactive without role,"onClick={() => handleSelectPlaydate(playdate)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/playdate/PlaydateMap.tsx,325,MED,Interactive without role,"onClick={() => setSelectedPlaydate(null)}>","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/playdate/PlaydateMap.tsx,329,MED,Interactive without role,"onClick={() => handleGetDirections(selectedPlaydate)} className=""w-full"">","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/playdate/PlaydateScheduler.tsx,348,MED,Hardcoded Spacing,"className=""h-[","Use spacing tokens (--space-*)"
apps/web/src/components/playdate/PlaydateScheduler.tsx,635,MED,Hardcoded Spacing,"className=""h-[","Use spacing tokens (--space-*)"
apps/web/src/components/playdate/PlaydateScheduler.tsx,295,MED,Interactive without role,"onClick={onStartVideoCall}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/playdate/PlaydateScheduler.tsx,307,MED,Interactive without role,"onClick={onStartVoiceCall}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/playdate/PlaydateScheduler.tsx,318,MED,Interactive without role,"onClick={onClose}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/playdate/PlaydateScheduler.tsx,341,MED,Interactive without role,"onClick={() => setShowCreateForm(true)} size=""sm"">","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/playdate/PlaydateScheduler.tsx,450,MED,Interactive without role,"onClick={() => setShowLocationPicker(true)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/playdate/PlaydateScheduler.tsx,460,MED,Interactive without role,"onClick={() => setShowLocationPicker(true)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/playdate/PlaydateScheduler.tsx,482,MED,Interactive without role,"onClick={handleCreatePlaydate} className=""flex-1"">","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/playdate/PlaydateScheduler.tsx,488,MED,Interactive without role,"onClick={() => setShowCreateForm(false)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/playdate/PlaydateScheduler.tsx,577,MED,Interactive without role,"onClick={() => handleConfirmPlaydate(playdate.id)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/playdate/PlaydateScheduler.tsx,588,MED,Interactive without role,"onClick={() => handleCancelPlaydate(playdate.id)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/playdate/PlaydateScheduler.tsx,600,MED,Interactive without role,"onClick={() => handleGetDirections(playdate)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/playdate/PlaydateScheduler.tsx,609,MED,Interactive without role,"onClick={() => handleShareLocation(playdate)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/playdate/PlaydateScheduler.tsx,695,MED,Interactive without role,"onClick={() => setShowLocationPicker(false)}>Close</Button>","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/pwa/InstallPrompt.tsx,38,HIGH,Hardcoded Color,"#6366f1","Replace with CSS variable or design token"
apps/web/src/components/pwa/InstallPrompt.tsx,80,HIGH,Hardcoded Color,"#6366f1","Replace with CSS variable or design token"
apps/web/src/components/pwa/InstallPrompt.tsx,56,HIGH,Missing A11y Label (button),"<button","Add aria-label or title attribute"
apps/web/src/components/pwa/InstallPrompt.tsx,74,HIGH,Missing A11y Label (button),"<button","Add aria-label or title attribute"
apps/web/src/components/pwa/InstallPrompt.tsx,90,HIGH,Missing A11y Label (button),"<button","Add aria-label or title attribute"
apps/web/src/components/pwa/InstallPrompt.tsx,57,MED,Interactive without role,"onClick={handleDismiss}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/pwa/InstallPrompt.tsx,75,MED,Interactive without role,"onClick={handleInstall}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/pwa/InstallPrompt.tsx,91,MED,Interactive without role,"onClick={handleDismiss}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/settings/PrivacySettings.tsx,77,MED,Interactive without role,"onClick={() => setActiveSection('overview')}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/settings/PrivacySettings.tsx,84,MED,Interactive without role,"onClick={() => setActiveSection('consent')}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/settings/PrivacySettings.tsx,91,MED,Interactive without role,"onClick={() => setActiveSection('export')}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/settings/PrivacySettings.tsx,98,MED,Interactive without role,"onClick={() => setActiveSection('deletion')}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/settings/PrivacySettings.tsx,105,MED,Interactive without role,"onClick={() => setActiveSection('rectification')}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/settings/PrivacySettings.tsx,112,MED,Interactive without role,"onClick={() => setActiveSection('requests')}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/settings/PrivacySettings.tsx,119,MED,Interactive without role,"onClick={() => setActiveSection('visibility')}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/settings/PrivacySettings.tsx,126,MED,Interactive without role,"onClick={() => setActiveSection('blocked')}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/settings/PrivacySettings.tsx,185,MED,Interactive without role,"onClick={() => setActiveSection('consent')}>","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/settings/PrivacySettings.tsx,188,MED,Interactive without role,"onClick={() => setActiveSection('export')}>","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/settings/PrivacySettings.tsx,191,MED,Interactive without role,"onClick={() => setActiveSection('rectification')}>","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/settings/PrivacySettings.tsx,194,MED,Interactive without role,"onClick={() => setActiveSection('requests')}>","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/settings/PrivacySettings.tsx,197,MED,Interactive without role,"onClick={() => setActiveSection('deletion')}>","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/settings/PrivacySettings.tsx,329,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/settings/PrivacySettings.tsx,374,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/settings/UltraThemeSettings.tsx,74,MED,Interactive without role,"onClick={() => handleSelectTheme(previewTheme)} className=""gap-2"">","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/settings/UltraThemeSettings.tsx,78,MED,Interactive without role,"onClick={handleCancelPreview} variant=""outline"">","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/settings/UltraThemeSettings.tsx,208,MED,Interactive without role,"onClick={() => onSelect(preset.id)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/spec/CredentialPrompt.tsx,84,HIGH,Missing A11y Label (button),"<button","Add aria-label or title attribute"
apps/web/src/components/spec/CredentialPrompt.tsx,91,HIGH,Missing A11y Label (button),"<button","Add aria-label or title attribute"
apps/web/src/components/spec/CredentialPrompt.tsx,93,MED,Interactive without role,"onClick={handleSkip}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/stories/CreateHighlightDialog.tsx,136,MED,Hardcoded Spacing,"className=""max-w-2xl max-h-[","Use spacing tokens (--space-*)"
apps/web/src/components/stories/CreateHighlightDialog.tsx,181,HIGH,Missing A11y Label (button),"<button","Add aria-label or title attribute"
apps/web/src/components/stories/CreateHighlightDialog.tsx,189,BLOCKER,Missing Alt Text,"<img","Add alt attribute"
apps/web/src/components/stories/CreateHighlightDialog.tsx,182,MED,Interactive without role,"onClick={() => handleToggleStory(story.id)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/stories/CreateHighlightDialog.tsx,220,MED,Interactive without role,"onClick={() => handleSetCover(story)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/stories/CreateHighlightDialog.tsx,238,MED,Interactive without role,"onClick={() => onOpenChange(false)}>","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/stories/CreateHighlightDialog.tsx,242,MED,Interactive without role,"onClick={handleSave}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/stories/CreateStoryDialog.tsx,187,MED,Hardcoded Spacing,"className=""max-w-2xl max-h-[","Use spacing tokens (--space-*)"
apps/web/src/components/stories/CreateStoryDialog.tsx,241,BLOCKER,Missing Alt Text,"<img","Add alt attribute"
apps/web/src/components/stories/CreateStoryDialog.tsx,206,MED,Interactive without role,"onClick={handleCameraCapture}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/stories/CreateStoryDialog.tsx,222,MED,Interactive without role,"onClick={handleGallerySelect}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/stories/CreateStoryDialog.tsx,253,MED,Interactive without role,"onClick={handleRemoveMedia}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/stories/CreateStoryDialog.tsx,340,MED,Interactive without role,"onClick={handleClose} disabled={isProcessing}>","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/stories/CreateStoryDialog.tsx,344,MED,Interactive without role,"onClick={handleCreate}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/stories/HighlightViewer.tsx,83,MED,Hardcoded Spacing,"className=""w-full max-w-2xl bg-background rounded-t-3xl sm:rounded-3xl overflow-hidden shadow-2xl max-h-[","Use spacing tokens (--space-*)"
apps/web/src/components/stories/HighlightViewer.tsx,136,BLOCKER,Missing Alt Text,"<img","Add alt attribute"
apps/web/src/components/stories/HighlightViewer.tsx,76,MED,Interactive without role,"onClick={onClose}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/stories/HighlightViewer.tsx,84,MED,Interactive without role,"onClick={(e) => e.stopPropagation()}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/stories/HighlightViewer.tsx,97,MED,Interactive without role,"onClick={handleTogglePin} className=""shrink-0"">","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/stories/HighlightViewer.tsx,108,MED,Interactive without role,"onClick={handleDelete}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/stories/HighlightViewer.tsx,116,MED,Interactive without role,"onClick={onClose} className=""shrink-0"">","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/stories/HighlightViewer.tsx,128,MED,Interactive without role,"onClick={() => handleStoryClick(index)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/stories/HighlightsBar.tsx,66,MED,Hardcoded Spacing,"className=""text-xs font-medium text-muted-foreground max-w-[","Use spacing tokens (--space-*)"
apps/web/src/components/stories/HighlightsBar.tsx,88,MED,Hardcoded Spacing,"className=""absolute inset-0 rounded-full bg-gradient-to-br from-primary via-accent to-secondary p-[","Use spacing tokens (--space-*)"
