file,line,severity,type,issue,fix
apps/web/src/components/gdpr/ConsentBanner.tsx,245,MED,Hardcoded Spacing,"className=""w-11 h-6 bg-gray-200 peer-focus:outline-none peer-focus:ring-4 peer-focus:ring-primary/20 rounded-full peer peer-checked:after:translate-x-full peer-checked:after:border-white after:content-[''] after:absolute after:top-[","Use spacing tokens (--space-*)"
apps/web/src/components/gdpr/ConsentBanner.tsx,269,MED,Hardcoded Spacing,"className=""w-11 h-6 bg-gray-200 peer-focus:outline-none peer-focus:ring-4 peer-focus:ring-primary/20 rounded-full peer peer-checked:after:translate-x-full peer-checked:after:border-white after:content-[''] after:absolute after:top-[","Use spacing tokens (--space-*)"
apps/web/src/components/gdpr/ConsentBanner.tsx,293,MED,Hardcoded Spacing,"className=""w-11 h-6 bg-gray-200 peer-focus:outline-none peer-focus:ring-4 peer-focus:ring-primary/20 rounded-full peer peer-checked:after:translate-x-full peer-checked:after:border-white after:content-[''] after:absolute after:top-[","Use spacing tokens (--space-*)"
apps/web/src/components/gdpr/ConsentBanner.tsx,177,MED,Interactive without role,"onClick={handleAcceptEssential}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/gdpr/ConsentBanner.tsx,185,MED,Interactive without role,"onClick={handleManagePreferences}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/gdpr/ConsentBanner.tsx,193,MED,Interactive without role,"onClick={handleAcceptAll}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/gdpr/ConsentBanner.tsx,299,MED,Interactive without role,"onClick={() => setShowPreferences(false)}>","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/gdpr/ConsentBanner.tsx,302,MED,Interactive without role,"onClick={handleSavePreferences}>Save Preferences</Button>","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/gdpr/ConsentSettings.tsx,125,MED,Hardcoded Spacing,"className=""w-11 h-6 bg-gray-200 peer-focus:outline-none peer-focus:ring-4 peer-focus:ring-primary/20 rounded-full peer peer-checked:after:translate-x-full peer-checked:after:border-white after:content-[''] after:absolute after:top-[","Use spacing tokens (--space-*)"
apps/web/src/components/gdpr/ConsentSettings.tsx,165,MED,Hardcoded Spacing,"className=""w-11 h-6 bg-gray-200 peer-focus:outline-none peer-focus:ring-4 peer-focus:ring-primary/20 rounded-full peer peer-checked:after:translate-x-full peer-checked:after:border-white after:content-[''] after:absolute after:top-[","Use spacing tokens (--space-*)"
apps/web/src/components/gdpr/ConsentSettings.tsx,204,MED,Hardcoded Spacing,"className=""w-11 h-6 bg-gray-200 peer-focus:outline-none peer-focus:ring-4 peer-focus:ring-primary/20 rounded-full peer peer-checked:after:translate-x-full peer-checked:after:border-white after:content-[''] after:absolute after:top-[","Use spacing tokens (--space-*)"
apps/web/src/components/gdpr/DataDeletion.tsx,122,MED,Interactive without role,"onClick={() => setShowConfirmDialog(true)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/gdpr/DataDeletion.tsx,159,MED,Interactive without role,"onClick={() => setShowConfirmDialog(false)} disabled={isDeleting}>","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/gdpr/DataDeletion.tsx,164,MED,Interactive without role,"onClick={handleDelete}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/gdpr/DataExport.tsx,236,MED,Interactive without role,"onClick={handleExport} disabled={isExporting} className=""w-full"">","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/gdpr/DataRectification.tsx,139,MED,Interactive without role,"onClick={handleAddCorrection}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/gdpr/DataRectification.tsx,165,MED,Interactive without role,"onClick={() => handleRemoveCorrection(key)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/gdpr/DataRectification.tsx,203,MED,Interactive without role,"onClick={handleSubmit}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/gdpr/RequestStatus.tsx,114,MED,Interactive without role,"onClick={handleRefresh} className=""mt-2"">","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/gdpr/RequestStatus.tsx,132,MED,Interactive without role,"onClick={handleRefresh} className=""mt-4"">","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/gdpr/RequestStatus.tsx,148,MED,Interactive without role,"onClick={handleRefresh}>","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/health/PetHealthDashboard.tsx,543,MED,Hardcoded Spacing,"className=""h-[","Use spacing tokens (--space-*)"
apps/web/src/components/health/PetHealthDashboard.tsx,576,MED,Hardcoded Spacing,"className=""h-[","Use spacing tokens (--space-*)"
apps/web/src/components/health/PetHealthDashboard.tsx,609,MED,Hardcoded Spacing,"className=""h-[","Use spacing tokens (--space-*)"
apps/web/src/components/health/PetHealthDashboard.tsx,169,MED,Interactive without role,"onClick={(): void => onComplete(reminder.id)}>","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/health/PetHealthDashboard.tsx,451,MED,Interactive without role,"onClick={closeButtonAnimation.handlePress}>","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/health/PetHealthDashboard.tsx,536,MED,Interactive without role,"onClick={handleAddVaccination} size=""sm"">","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/health/PetHealthDashboard.tsx,569,MED,Interactive without role,"onClick={handleAddHealthRecord} size=""sm"">","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/health/PetHealthDashboard.tsx,602,MED,Interactive without role,"onClick={handleAddReminder} size=""sm"">","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/lost-found/CreateLostAlertDialog.tsx,250,MED,Hardcoded Spacing,"className=""max-w-2xl max-h-[","Use spacing tokens (--space-*)"
apps/web/src/components/lost-found/CreateLostAlertDialog.tsx,65,HIGH,Missing A11y Label (button),"<button","Add aria-label or title attribute"
apps/web/src/components/lost-found/CreateLostAlertDialog.tsx,65,MED,Interactive without role,"onClick={removeButtonAnimation.handlePress} type=""button"" className=""focus:outline-none focus-visible:ring-2 focus-visible:ring-offset-2 focus-visible:ring-(--color-focus-ring)"">","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/lost-found/CreateLostAlertDialog.tsx,344,MED,Interactive without role,"onClick={addFeatureButtonAnimation.handlePress}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/lost-found/CreateLostAlertDialog.tsx,408,MED,Interactive without role,"onClick={mapPickerButtonAnimation.handlePress}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/lost-found/CreateLostAlertDialog.tsx,508,MED,Interactive without role,"onClick={onClose} disabled={isSubmitting}>","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/lost-found/CreateLostAlertDialog.tsx,513,MED,Interactive without role,"onClick={submitButtonAnimation.handlePress}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/lost-found/LostAlertCard.tsx,34,BLOCKER,Missing Alt Text,"<img","Add alt attribute"
apps/web/src/components/lost-found/LostAlertCard.tsx,63,MED,Interactive without role,"onClick={(e) => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/lost-found/LostAlertCard.tsx,160,MED,Interactive without role,"onClick={(e) => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/lost-found/LostAlertCard.tsx,171,MED,Interactive without role,"onClick={(e) => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/lost-found/MapLocationPicker.tsx,167,MED,Interactive without role,"onClick={closeButtonAnimation.handlePress}>","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/lost-found/MapLocationPicker.tsx,206,MED,Interactive without role,"onClick={handleUseCurrentLocation}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/lost-found/MapLocationPicker.tsx,215,MED,Interactive without role,"onClick={handleConfirm}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/lost-found/ReportSightingDialog.tsx,132,MED,Hardcoded Spacing,"className=""max-w-2xl max-h-[","Use spacing tokens (--space-*)"
apps/web/src/components/lost-found/ReportSightingDialog.tsx,184,MED,Interactive without role,"onClick={() => setShowMapPicker(true)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/lost-found/ReportSightingDialog.tsx,248,MED,Interactive without role,"onClick={onClose} disabled={isSubmitting}>","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/lost-found/ReportSightingDialog.tsx,251,MED,Interactive without role,"onClick={handleSubmit} disabled={isSubmitting}>","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/maps/InteractiveMap.tsx,139,MED,Hardcoded Font Size,"font-size: 14px","Use typography scale (text-sm/md/lg/xl)"
apps/web/src/components/maps/LocationSharing.tsx,87,MED,Hardcoded Spacing,"className=""h-[","Use spacing tokens (--space-*)"
apps/web/src/components/maps/LocationSharing.tsx,58,MED,Interactive without role,"onClick={handleTap}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/maps/LocationSharing.tsx,93,MED,Interactive without role,"onClick={() => setShowFullMap(false)}>","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/maps/LocationSharing.tsx,124,MED,Interactive without role,"onClick={handleOpenInMaps}>","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/maps/LocationSharing.tsx,200,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/maps/LocationSharing.tsx,229,MED,Interactive without role,"onClick={onClose}>","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/maps/LocationSharing.tsx,232,MED,Interactive without role,"onClick={handleShare} disabled={!selectedLocation}>","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/maps/LostFoundMap.tsx,165,MED,Hardcoded Spacing,"className=""relative h-[","Use spacing tokens (--space-*)"
apps/web/src/components/maps/LostFoundMap.tsx,184,BLOCKER,Missing Alt Text,"<img","Add alt attribute"
apps/web/src/components/maps/LostFoundMap.tsx,158,MED,Interactive without role,"onClick={onReportLost} size=""sm"">","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/maps/LostFoundMap.tsx,205,MED,Interactive without role,"onClick={() => setSelectedAlert(null)}>","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/maps/LostFoundMap.tsx,213,MED,Interactive without role,"onClick={handleReportSighting}>","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/maps/VenuePicker.tsx,151,MED,Hardcoded Spacing,"className=""h-[","Use spacing tokens (--space-*)"
apps/web/src/components/maps/VenuePicker.tsx,168,MED,Interactive without role,"onClick={handleSearch} size=""icon"">","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/maps/VenuePicker.tsx,179,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/maps/VenuePicker.tsx,232,MED,Interactive without role,"onClick={() => setSelectedVenue(null)}>","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/maps/VenuePicker.tsx,241,MED,Interactive without role,"onClick={() => handleGetDirections(selectedVenue)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/maps/VenuePicker.tsx,246,MED,Interactive without role,"onClick={handleSelectVenue}>","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/media/SmartImage.tsx,99,BLOCKER,Missing Alt Text,"<img","Add alt attribute"
apps/web/src/components/media/SmartImage.tsx,114,BLOCKER,Missing Alt Text,"<img","Add alt attribute"
apps/web/src/components/media/SmartImage.tsx,134,BLOCKER,Missing Alt Text,"<img","Add alt attribute"
apps/web/src/components/media/SmartImage.tsx,20,MED,Interactive without role,"onClick?: () => void;","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/media/SmartImage.tsx,37,MED,Interactive without role,"onClick,","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/media/SmartImage.tsx,141,MED,Interactive without role,"onClick ? 'cursor-pointer' : ''","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/media/SmartImage.tsx,147,MED,Interactive without role,"onClick={onClick}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/media-editor/MediaEditor.tsx,115,HIGH,Hardcoded Color,"#111","Replace with CSS variable or design token"
apps/web/src/components/media-editor/MediaEditor.tsx,156,HIGH,Hardcoded Color,"#08f","Replace with CSS variable or design token"
apps/web/src/components/media-editor/MediaEditor.tsx,156,HIGH,Hardcoded Color,"#222","Replace with CSS variable or design token"
apps/web/src/components/media-editor/MediaEditor.tsx,162,HIGH,Hardcoded Color,"#aaa","Replace with CSS variable or design token"
apps/web/src/components/media-editor/MediaEditor.tsx,186,HIGH,Hardcoded Color,"#666","Replace with CSS variable or design token"
apps/web/src/components/media-editor/MediaEditor.tsx,186,HIGH,Hardcoded Color,"#0af","Replace with CSS variable or design token"
apps/web/src/components/media-editor/MediaEditor.tsx,186,HIGH,Hardcoded Color,"#444","Replace with CSS variable or design token"
apps/web/src/components/media-editor/MediaEditor.tsx,91,BLOCKER,Missing Alt Text,"<img","Add alt attribute"
apps/web/src/components/media-editor/MediaEditor.tsx,151,MED,Interactive without role,"onClick={onPress}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/media-editor/MediaEditor.tsx,197,MED,Interactive without role,"onClick?: () => void;","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/media-editor/MediaEditor.tsx,207,MED,Interactive without role,"onClick = handleClick;","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/media-editor/MediaEditor.tsx,212,MED,Interactive without role,"onClick: handleClick } : {})}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/media-editor/drop-zone-web.tsx,58,HIGH,Hardcoded Color,"#666","Replace with CSS variable or design token"
apps/web/src/components/media-editor/drop-zone-web.tsx,60,HIGH,Hardcoded Color,"#222","Replace with CSS variable or design token"
apps/web/src/components/media-editor/drop-zone-web.tsx,83,HIGH,Hardcoded Color,"#999","Replace with CSS variable or design token"
apps/web/src/components/media-editor/upload-and-edit-screen.tsx,190,HIGH,Hardcoded Color,"#222","Replace with CSS variable or design token"
apps/web/src/components/media-editor/upload-and-edit-screen.tsx,278,HIGH,Hardcoded Color,"#222","Replace with CSS variable or design token"
apps/web/src/components/media-editor/upload-and-edit-screen.tsx,285,HIGH,Hardcoded Color,"#999","Replace with CSS variable or design token"
apps/web/src/components/media-editor/upload-and-edit-screen.tsx,301,HIGH,Hardcoded Color,"#0af","Replace with CSS variable or design token"
apps/web/src/components/media-editor/upload-and-edit-screen.tsx,304,HIGH,Hardcoded Color,"#444","Replace with CSS variable or design token"
apps/web/src/components/media-editor/upload-and-edit-screen.tsx,307,HIGH,Hardcoded Color,"#666","Replace with CSS variable or design token"
apps/web/src/components/media-editor/upload-and-edit-screen.tsx,223,MED,Interactive without role,"onClick: handleClick } : {})}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/media-editor/video-trimmer.tsx,141,HIGH,Hardcoded Color,"#666","Replace with CSS variable or design token"
apps/web/src/components/media-editor/video-trimmer.tsx,142,HIGH,Hardcoded Color,"#222","Replace with CSS variable or design token"
apps/web/src/components/media-editor/video-trimmer.tsx,156,HIGH,Hardcoded Color,"#333","Replace with CSS variable or design token"
apps/web/src/components/media-editor/video-trimmer.tsx,163,HIGH,Hardcoded Color,"#444","Replace with CSS variable or design token"
apps/web/src/components/media-editor/video-trimmer.tsx,166,HIGH,Hardcoded Color,"#666","Replace with CSS variable or design token"
apps/web/src/components/navigation/BottomNavBar.tsx,309,MED,Hardcoded Spacing,"className=""absolute -top-1 -right-1 min-w-[18px] h-[","Use spacing tokens (--space-*)"
apps/web/src/components/navigation/BottomNavBar.tsx,217,MED,Interactive without role,"onClick={handleClick}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/navigation/NavButton.tsx,11,MED,Interactive without role,"onClick: () => void;","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/navigation/NavButton.tsx,21,MED,Interactive without role,"onClick,","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/navigation/NavButton.tsx,36,MED,Interactive without role,"onClick,","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/navigation/NavButton.tsx,67,MED,Interactive without role,"onClick={bounceAnimation.handlePress}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/navigation/TopNavBar.tsx,364,MED,Hardcoded Spacing,"className=""absolute -top-1 -right-1 min-w-[18px] h-[","Use spacing tokens (--space-*)"
apps/web/src/components/navigation/TopNavBar.tsx,248,HIGH,Missing A11y Label (button),"<button","Add aria-label or title attribute"
apps/web/src/components/navigation/TopNavBar.tsx,354,HIGH,Missing A11y Label (button),"<button","Add aria-label or title attribute"
apps/web/src/components/navigation/TopNavBar.tsx,384,HIGH,Missing A11y Label (button),"<button","Add aria-label or title attribute"
apps/web/src/components/navigation/TopNavBar.tsx,185,MED,Interactive without role,"onClick={() => haptics.trigger('light')}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/navigation/TopNavBar.tsx,205,MED,Interactive without role,"onClick={handleLanguageToggle}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/navigation/TopNavBar.tsx,220,MED,Interactive without role,"onClick={handleThemeToggle}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/navigation/TopNavBar.tsx,229,MED,Interactive without role,"onClick={handleNotificationsClick}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/navigation/TopNavBar.tsx,235,MED,Interactive without role,"onClick={handleAdminClick}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/navigation/TopNavBar.tsx,240,MED,Interactive without role,"onClick={handleProfileClick}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/navigation/TopNavBar.tsx,250,MED,Interactive without role,"onClick={toggleMobileMenu}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/navigation/TopNavBar.tsx,272,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/navigation/TopNavBar.tsx,286,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/navigation/TopNavBar.tsx,296,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/navigation/TopNavBar.tsx,304,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/navigation/TopNavBar.tsx,312,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/navigation/TopNavBar.tsx,329,MED,Interactive without role,"onClick: () => void;","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/navigation/TopNavBar.tsx,337,MED,Interactive without role,"onClick,","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/navigation/TopNavBar.tsx,355,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/navigation/TopNavBar.tsx,357,MED,Interactive without role,"onClick();","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/navigation/TopNavBar.tsx,379,MED,Interactive without role,"onClick: () => void;","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/navigation/TopNavBar.tsx,382,MED,Interactive without role,"onClick }: MobileNavButtonProps) {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/navigation/TopNavBar.tsx,385,MED,Interactive without role,"onClick={onClick}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/notifications/NotificationBell.tsx,149,MED,Hardcoded Spacing,"className=""h-5 min-w-[","Use spacing tokens (--space-*)"
apps/web/src/components/notifications/NotificationBell.tsx,52,MED,Interactive without role,"onClick={handleClick}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/notifications/NotificationCenter.tsx,216,MED,Hardcoded Spacing,"className=""ml-2 px-1.5 min-w-[","Use spacing tokens (--space-*)"
apps/web/src/components/notifications/NotificationCenter.tsx,250,MED,Hardcoded Spacing,"className=""ml-2 px-1.5 min-w-[","Use spacing tokens (--space-*)"
apps/web/src/components/notifications/NotificationCenter.tsx,175,MED,Interactive without role,"onClick={markAllAsRead} disabled={unreadCount === 0}>","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/notifications/NotificationCenter.tsx,180,MED,Interactive without role,"onClick={deleteAllRead}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/notifications/NotificationCenter.tsx,202,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/notifications/NotificationCenter.tsx,231,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/notifications/NotificationCenter.tsx,242,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/notifications/NotificationCenter.tsx,439,MED,Interactive without role,"onClick={() => onMarkAsRead(notification.id)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/notifications/NotificationCenter.tsx,455,MED,Interactive without role,"onClick={() => onDelete(notification.id)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/notifications/NotificationCenter.tsx,469,MED,Interactive without role,"onClick={() => haptics.trigger('medium')}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/notifications/NotificationTabs.tsx,456,MED,Hardcoded Spacing,"className=""max-w-[","Use spacing tokens (--space-*)"
apps/web/src/components/notifications/NotificationTabs.tsx,430,HIGH,Missing A11y Label (button),"<button","Add aria-label or title attribute"
apps/web/src/components/notifications/NotificationTabs.tsx,438,MED,Interactive without role,"onClick={() => activate(k)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/notifications/PremiumNotificationBell.tsx,264,MED,Hardcoded Spacing,"className=""h-5 min-w-[","Use spacing tokens (--space-*)"
apps/web/src/components/notifications/PremiumNotificationBell.tsx,122,MED,Interactive without role,"onClick={handleClick}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/notifications/PremiumNotificationCenter.tsx,176,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/notifications/PremiumNotificationCenter.tsx,193,MED,Interactive without role,"onClick={actions.handleMarkAllAsRead}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/notifications/PremiumNotificationCenter.tsx,200,MED,Interactive without role,"onClick={() =>","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/notifications/PremiumNotificationCenter.tsx,210,MED,Interactive without role,"onClick={deleteAllArchived} disabled={archivedCount === 0}>","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/notifications/components/NotificationFilters.tsx,45,MED,Hardcoded Spacing,"className=""ml-2 h-5 min-w-[","Use spacing tokens (--space-*)"
apps/web/src/components/notifications/components/NotificationFilters.tsx,80,MED,Hardcoded Spacing,"className=""ml-2 h-5 min-w-[","Use spacing tokens (--space-*)"
apps/web/src/components/notifications/components/NotificationFilters.tsx,59,MED,Interactive without role,"onClick={() => onViewChange(view === 'grouped' ? 'list' : 'grouped')}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/notifications/components/NotificationFilters.tsx,64,MED,Interactive without role,"onClick={onShowSettings}>","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/notifications/components/NotificationFilters.tsx,76,MED,Interactive without role,"onClick={() => onCategoryChange(category.value)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/notifications/components/NotificationGroupItem.tsx,105,MED,Hardcoded Spacing,"className=""absolute -top-1 -right-1 h-5 min-w-[","Use spacing tokens (--space-*)"
apps/web/src/components/notifications/components/NotificationGroupItem.tsx,142,MED,Interactive without role,"onClick={() => onMarkAsRead(group.id)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/notifications/components/NotificationGroupItem.tsx,152,MED,Interactive without role,"onClick={() => onArchive(group.id)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/notifications/components/NotificationItem.tsx,122,MED,Interactive without role,"onClick={() => onMarkAsRead(notification.id)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/notifications/components/NotificationItem.tsx,132,MED,Interactive without role,"onClick={() => onArchive(notification.id)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/notifications/components/NotificationItem.tsx,141,MED,Interactive without role,"onClick={() => onDelete(notification.id)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/notifications/hooks/useNotificationActions.ts,27,MED,Interactive without role,"onClick: (notification: PremiumNotification) => void;","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/notifications/hooks/useNotificationActions.ts,76,MED,Interactive without role,"onClick = useCallback(","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/notifications/hooks/useNotificationActions.ts,95,MED,Interactive without role,"onClick,","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/payments/BillingIssueBanner.tsx,73,HIGH,Missing A11y Label (button),"<button","Add aria-label or title attribute"
apps/web/src/components/payments/BillingIssueBanner.tsx,74,MED,Interactive without role,"onClick={() => setDismissed(true)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/payments/BillingIssueBanner.tsx,91,MED,Interactive without role,"onClick={handleRetry}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/payments/PricingModal.tsx,80,MED,Hardcoded Spacing,"className=""max-w-5xl max-h-[","Use spacing tokens (--space-*)"
apps/web/src/components/payments/PricingModal.tsx,92,MED,Hardcoded Spacing,"className=""min-w-[","Use spacing tokens (--space-*)"
apps/web/src/components/payments/PricingModal.tsx,99,MED,Hardcoded Spacing,"className=""min-w-[","Use spacing tokens (--space-*)"
apps/web/src/components/payments/PricingModal.tsx,213,HIGH,Missing A11y Label (button),"<button","Add aria-label or title attribute"
apps/web/src/components/payments/PricingModal.tsx,91,MED,Interactive without role,"onClick={() => setBillingCycle('monthly')}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/payments/PricingModal.tsx,98,MED,Interactive without role,"onClick={() => setBillingCycle('yearly')}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/payments/PricingModal.tsx,188,MED,Interactive without role,"onClick={() => handleSubscribe(plan)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/payments/SubscriptionAdminPanel.tsx,214,MED,Interactive without role,"onClick={loadData} variant=""outline"">","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/payments/SubscriptionAdminPanel.tsx,254,MED,Interactive without role,"onClick={() => {","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/payments/SubscriptionAdminPanel.tsx,264,MED,Interactive without role,"onClick={() => handleCancelSubscription(subscription)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/payments/SubscriptionAdminPanel.tsx,376,MED,Interactive without role,"onClick={() => setCompDialogOpen(false)}>","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/payments/SubscriptionAdminPanel.tsx,379,MED,Interactive without role,"onClick={handleCompSubscription}>Comp Subscription</Button>","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/payments/SubscriptionStatusCard.tsx,185,MED,Interactive without role,"onClick={handleCancelSubscription}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/payments/SubscriptionStatusCard.tsx,195,MED,Interactive without role,"onClick={() => setPricingModalOpen(true)}","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/payments/SubscriptionStatusCard.tsx,226,MED,Interactive without role,"onClick={() => setPricingModalOpen(true)}>","Ensure proper semantic HTML or role/aria attributes"
apps/web/src/components/playdate/LocationPicker.tsx,242,MED,Hardcoded Spacing,"className=""h-[","Use spacing tokens (--space-*)"
apps/web/src/components/playdate/LocationPicker.tsx,348,MED,Hardcoded Spacing,"className=""relative w-full h-[","Use spacing tokens (--space-*)"
apps/web/src/components/playdate/LocationPicker.tsx,194,MED,Interactive without role,"onClick={onClose}>","Ensure proper semantic HTML or role/aria attributes"
